,userid,class,gender,start_date,end_date,event_type,is_deleted
3131,PL658829,C02,M,2018-05-11 0:00,2018-07-31 0:00,CA2,1
3132,HD459890,C02,M,2018-05-11 0:00,2019-01-31 0:00,CA2,1
3133,HD751493,C01,M,2018-05-11 0:00,2018-06-30 0:00,CA2,1
3134,PL512409,C03,M,2018-05-11 0:00,2019-01-31 0:00,CA2,1
3135,AS100947,C03,M,2018-05-12 0:00,,CA2,0
3136,IK288997,C02,F,2018-05-12 0:00,2018-06-30 0:00,CA2,-1
3137,AS195052,C02,M,2018-05-12 0:00,2018-11-30 0:00,CA2,1
3138,PL003692,C03,M,2018-05-12 0:00,,CA2,0
3139,TS736914,C01,M,2018-05-12 0:00,,CA2,0
3140,OA441503,C03,M,2018-05-12 0:00,2019-01-31 0:00,CA2,1
3141,AS846805,C01,M,2018-05-12 0:00,2018-08-31 0:00,CA2,1
3142,TS810276,C01,F,2018-05-12 0:00,2018-11-30 0:00,CA2,1
3143,IK234815,C02,F,2018-05-12 0:00,,CA2,-1
3144,HI784027,C01,F,2018-05-12 0:00,2018-07-31 0:00,CA2,-1
3145,IK311371,C01,M,2018-05-12 0:00,2019-03-31 0:00,CA2,1
3146,IK286521,C03,M,2018-05-12 0:00,2018-10-31 0:00,CA2,1
3147,AS220726,C01,M,2018-05-12 0:00,2019-01-31 0:00,CA2,-1
3148,OA653002,C01,F,2018-05-12 0:00,2019-02-28 0:00,CA2,-1
3149,TS848093,C03,M,2018-05-12 0:00,2018-12-31 0:00,CA2,1
3150,GD082530,C03,M,2018-05-13 0:00,,CA2,0
3151,PL472728,C02,F,2018-05-13 0:00,2018-09-30 0:00,CA2,-1
3152,IK673736,C02,F,2018-05-13 0:00,2018-10-31 0:00,CA2,1
3153,IK624245,C01,F,2018-05-13 0:00,2018-12-31 0:00,CA2,1
3154,OA397694,C01,M,2018-05-13 0:00,2019-01-31 0:00,CA2,-1
3155,OA893650,C03,F,2018-05-13 0:00,2018-06-30 0:00,CA2,1
3156,AS409779,C01,F,2018-05-13 0:00,2018-11-30 0:00,CA2,1
3157,PL734553,C02,F,2018-05-13 0:00,2018-11-30 0:00,CA2,-1
3158,TS917520,C01,F,2018-05-13 0:00,,CA2,0
3159,HI732386,C02,M,2018-05-13 0:00,2019-02-28 0:00,CA2,1
3160,TS357747,C01,M,2018-05-13 0:00,,CA2,0
3161,HD094734,C02,F,2018-05-13 0:00,2018-07-31 0:00,CA2,1
3162,AS015233,C01,M,2018-05-13 0:00,,CA2,0
3163,IK026319,C02,M,2018-05-13 0:00,2019-02-28 0:00,CA2,1
3164,GD309433,C03,F,2018-05-13 0:00,2019-02-28 0:00,CA2,-1
3165,IK044135,C01,F,2018-05-13 0:00,2019-02-28 0:00,CA2,-1
3166,IK090562,C01,M,2018-05-14 0:00,2018-10-31 0:00,CA2,1
3167,OA126055,C03,M,2018-05-14 0:00,2019-03-31 0:00,CA2,-1
3168,HD443173,C03,M,2018-05-14 0:00,2018-12-31 0:00,CA2,1
3169,HD743673,C01,F,2018-05-14 0:00,2018-12-31 0:00,CA2,1
3170,IK266585,C03,M,2018-05-14 0:00,,CA2,0
3171,IK602905,C02,F,2018-05-14 0:00,2018-08-31 0:00,CA2,1
3172,TS551344,C01,M,2018-05-14 0:00,2019-02-28 0:00,CA2,1
3173,HI841207,C01,M,2018-05-15 0:00,2018-11-30 0:00,CA2,-1
3174,HI103175,C01,F,2018-05-15 0:00,,CA2,0
3175,HD926451,C01,F,2018-05-15 0:00,2018-06-30 0:00,CA2,-1
3176,GD594854,C03,M,2018-05-15 0:00,,CA2,0
3177,PL013000,C01,M,2018-05-15 0:00,,CA2,0
3178,GD547144,C02,F,2018-05-15 0:00,2018-09-30 0:00,CA2,1
3179,HD187665,C03,M,2018-05-15 0:00,,CA2,0
3180,GD523289,C02,F,2018-05-15 0:00,2018-12-31 0:00,CA2,1
3181,HD703891,C03,M,2018-05-15 0:00,2018-06-30 0:00,CA2,1
3182,HD804041,C01,M,2018-05-15 0:00,2018-08-31 0:00,CA2,1
3183,TS993439,C03,M,2018-05-15 0:00,2018-06-30 0:00,CA2,1
3184,OA103150,C02,M,2018-06-01 0:00,2018-08-31 0:00,CA2,1
3185,TS964483,C01,M,2018-06-01 0:00,,CA2,0
3186,AS280969,C01,M,2018-06-01 0:00,2018-11-30 0:00,CA2,-1
3187,HI910114,C03,M,2018-06-01 0:00,2018-11-30 0:00,CA2,1
3188,AS116472,C01,F,2018-06-01 0:00,2018-11-30 0:00,CA2,1
3189,HI586644,C01,F,2018-06-01 0:00,2018-10-31 0:00,CA2,1
3190,GD856484,C03,M,2018-06-01 0:00,2018-08-31 0:00,CA2,1
3191,HD625291,C01,M,2018-06-01 0:00,2019-01-31 0:00,CA2,-1
3192,TS219429,C01,M,2018-06-01 0:00,,CA2,0
3193,HD192887,C01,M,2018-06-01 0:00,2019-03-31 0:00,CA2,1
3194,HD565805,C03,M,2018-06-01 0:00,2019-02-28 0:00,CA2,1
3195,OA419926,C01,F,2018-06-02 0:00,2019-02-28 0:00,CA2,1
3196,OA599080,C01,F,2018-06-02 0:00,2018-11-30 0:00,CA2,1
3197,IK126851,C01,M,2018-06-02 0:00,2018-07-31 0:00,CA2,1
3198,TS342811,C03,M,2018-06-02 0:00,,CA2,0
3199,GD730210,C03,M,2018-06-02 0:00,2019-02-28 0:00,CA2,1
3200,AS822877,C02,F,2018-06-02 0:00,,CA2,0
3201,IK854778,C02,M,2018-06-02 0:00,2019-02-28 0:00,CA2,1
3202,PL311399,C01,M,2018-06-02 0:00,2019-03-31 0:00,CA2,1
3203,IK453226,C03,M,2018-06-02 0:00,,CA2,0
3204,IK548249,C03,M,2018-06-02 0:00,2019-03-31 0:00,CA2,-1
3205,HI191890,C03,F,2018-06-02 0:00,2018-07-31 0:00,CA2,1
3206,HD678019,C01,M,2018-06-02 0:00,2019-01-31 0:00,CA2,-1
3207,PL823122,C01,M,2018-06-03 0:00,,CA2,0
3208,HD555581,C02,F,2018-06-03 0:00,,CA2,0
3209,HI714742,C03,F,2018-06-03 0:00,2018-12-31 0:00,CA2,1
3210,HI271061,C01,M,2018-06-03 0:00,2019-03-31 0:00,CA2,-1
3211,AS745792,C02,F,2018-06-03 0:00,2018-10-31 0:00,CA2,-1
3212,PL526101,C03,M,2018-06-03 0:00,2018-10-31 0:00,CA2,1
3213,TS279306,C02,F,2018-06-03 0:00,2018-10-31 0:00,CA2,1
3214,PL323691,C03,M,2018-06-03 0:00,2018-10-31 0:00,CA2,1
3215,OA669176,C01,M,2018-06-03 0:00,2019-03-31 0:00,CA2,-1
3216,HD781345,C01,F,2018-06-03 0:00,2018-11-30 0:00,CA2,1
3217,PL103598,C01,M,2018-06-03 0:00,2019-02-28 0:00,CA2,1
3218,HI433894,C03,M,2018-06-03 0:00,2018-10-31 0:00,CA2,-1
3219,HI687125,C01,M,2018-06-03 0:00,2018-08-31 0:00,CA2,1
3220,GD807513,C02,F,2018-06-03 0:00,,CA2,-1
3221,IK758927,C01,M,2018-06-03 0:00,,CA2,0
3222,GD069335,C01,M,2018-06-03 0:00,2018-07-31 0:00,CA2,1
3223,AS748245,C02,M,2018-06-03 0:00,2019-02-28 0:00,CA2,1
3224,OA131146,C01,F,2018-06-03 0:00,,CA2,0
3225,HI511961,C03,M,2018-06-03 0:00,2018-07-31 0:00,CA2,1
3226,TS124176,C02,F,2018-06-04 0:00,,CA2,0
3227,IK168411,C01,M,2018-06-04 0:00,2018-08-31 0:00,CA2,1
3228,IK186228,C01,M,2018-06-04 0:00,2018-11-30 0:00,CA2,1
3229,AS472959,C02,F,2018-06-04 0:00,2018-12-31 0:00,CA2,1
3230,HD724425,C01,M,2018-06-04 0:00,,CA2,-1
3231,GD137323,C03,M,2018-06-04 0:00,2018-12-31 0:00,CA2,1
3232,TS921837,C01,M,2018-06-04 0:00,2019-03-31 0:00,CA2,1
3233,IK597919,C01,F,2018-06-04 0:00,2018-08-31 0:00,CA2,1
3234,HI099779,C01,M,2018-06-04 0:00,,CA2,-1
3235,OA614379,C01,M,2018-06-04 0:00,2019-02-28 0:00,CA2,1
3236,OA140594,C03,M,2018-06-05 0:00,2018-12-31 0:00,CA2,1
3237,TS598570,C03,M,2018-06-05 0:00,2018-10-31 0:00,CA2,1
3238,AS163543,C02,M,2018-06-05 0:00,2018-10-31 0:00,CA2,-1
3239,TS094366,C02,M,2018-06-05 0:00,2019-02-28 0:00,CA2,1
3240,GD372798,C01,F,2018-06-05 0:00,2019-03-31 0:00,CA2,-1
3241,HI844972,C01,M,2018-06-05 0:00,2019-01-31 0:00,CA2,1
3242,HI154843,C03,M,2018-06-05 0:00,,CA2,0
3243,IK322778,C01,M,2018-06-05 0:00,,CA2,0
3244,IK662753,C02,F,2018-06-05 0:00,,CA2,0
3245,TS726881,C01,M,2018-06-06 0:00,2018-12-31 0:00,CA2,1
3246,IK060981,C02,M,2018-06-06 0:00,2018-09-30 0:00,CA2,1
3247,OA389068,C01,M,2018-06-06 0:00,,CA2,0
3248,TS752925,C02,F,2018-06-06 0:00,,CA2,0
3249,OA353264,C03,M,2018-06-06 0:00,2018-09-30 0:00,CA2,1
3250,HI620428,C01,M,2018-06-06 0:00,2019-03-31 0:00,CA2,1
3251,IK364005,C03,F,2018-06-06 0:00,,CA2,0
3252,GD192754,C01,M,2018-06-06 0:00,2019-02-28 0:00,CA2,1
3253,TS427553,C01,F,2018-06-06 0:00,2018-08-31 0:00,CA2,-1
3254,HD841739,C03,M,2018-06-06 0:00,2019-02-28 0:00,CA2,1
3255,OA327340,C02,F,2018-06-06 0:00,,CA2,0
3256,HI513968,C03,M,2018-06-06 0:00,,CA2,-1
3257,PL183628,C03,F,2018-06-06 0:00,2018-08-31 0:00,CA2,1
3258,OA441851,C02,M,2018-06-07 0:00,2018-07-31 0:00,CA2,1
3259,GD942165,C01,F,2018-06-07 0:00,2018-09-30 0:00,CA2,-1
3260,OA332826,C01,M,2018-06-07 0:00,,CA2,0
3261,TS910887,C02,F,2018-06-07 0:00,,CA2,-1
3262,OA357510,C01,F,2018-06-07 0:00,2018-10-31 0:00,CA2,1
3263,GD903750,C01,F,2018-06-07 0:00,2019-03-31 0:00,CA2,1
3264,TS447283,C01,M,2018-06-07 0:00,,CA2,0
3265,AS008805,C01,M,2018-06-07 0:00,2019-03-31 0:00,CA2,1
3266,AS212132,C01,F,2018-06-07 0:00,2019-02-28 0:00,CA2,1
3267,AS680056,C01,M,2018-06-08 0:00,2019-01-31 0:00,CA2,-1
3268,TS166191,C01,M,2018-06-08 0:00,2019-02-28 0:00,CA2,1
3269,HI805260,C01,F,2018-06-08 0:00,2018-08-31 0:00,CA2,1
3270,TS094459,C01,M,2018-06-08 0:00,2019-01-31 0:00,CA2,-1
3271,GD459084,C02,M,2018-06-08 0:00,,CA2,0
3272,HI560276,C02,F,2018-06-08 0:00,2019-02-28 0:00,CA2,1
3273,HD883595,C03,M,2018-06-08 0:00,2018-08-31 0:00,CA2,1
3274,GD991319,C02,M,2018-06-08 0:00,2019-03-31 0:00,CA2,-1
3275,PL170709,C01,M,2018-06-08 0:00,2018-07-31 0:00,CA2,1
3276,HD762655,C01,M,2018-06-08 0:00,2019-01-31 0:00,CA2,1
3277,AS708113,C01,M,2018-06-08 0:00,2018-12-31 0:00,CA2,1
3278,PL826676,C01,M,2018-06-08 0:00,2018-09-30 0:00,CA2,1
3279,AS665097,C01,M,2018-06-08 0:00,2018-12-31 0:00,CA2,1
3280,GD893916,C01,F,2018-06-08 0:00,,CA2,0
3281,OA399367,C03,M,2018-06-08 0:00,2018-12-31 0:00,CA2,1
3282,OA869840,C01,M,2018-06-08 0:00,,CA2,-1
3283,GD879310,C01,M,2018-06-08 0:00,2018-11-30 0:00,CA2,-1
3284,AS820169,C01,M,2018-06-09 0:00,2018-09-30 0:00,CA2,-1
3285,PL409655,C01,F,2018-06-09 0:00,2018-09-30 0:00,CA2,1
3286,HI415680,C02,F,2018-06-09 0:00,2019-03-31 0:00,CA2,1
3287,PL113946,C03,M,2018-06-09 0:00,2018-11-30 0:00,CA2,1
3288,GD092126,C01,F,2018-06-09 0:00,2018-08-31 0:00,CA2,-1
3289,HI958817,C03,M,2018-06-09 0:00,2019-01-31 0:00,CA2,-1
3290,AS854424,C01,F,2018-06-09 0:00,2019-03-31 0:00,CA2,1
3291,HD738121,C01,F,2018-06-09 0:00,,CA2,0
3292,PL031436,C01,M,2018-06-09 0:00,2019-03-31 0:00,CA2,1
3293,TS173314,C02,F,2018-06-10 0:00,,CA2,0
3294,AS217722,C01,M,2018-06-10 0:00,,CA2,0
3295,IK651569,C01,M,2018-06-10 0:00,2018-12-31 0:00,CA2,-1
3296,OA311004,C02,F,2018-06-10 0:00,2018-10-31 0:00,CA2,1
3297,PL834061,C01,F,2018-06-10 0:00,,CA2,0
3298,GD659982,C02,F,2018-06-10 0:00,,CA2,0
3299,IK626501,C01,M,2018-06-10 0:00,,CA2,-1
3300,PL541970,C03,M,2018-06-10 0:00,2018-11-30 0:00,CA2,1
3301,GD318523,C02,F,2018-06-10 0:00,2018-11-30 0:00,CA2,-1
3302,IK638789,C03,M,2018-06-10 0:00,,CA2,-1
3303,OA467724,C01,F,2018-06-10 0:00,2018-08-31 0:00,CA2,1
3304,AS859775,C01,M,2018-06-10 0:00,,CA2,-1
3305,HI218595,C03,F,2018-06-10 0:00,,CA2,0
3306,HD375116,C02,F,2018-06-10 0:00,2018-07-31 0:00,CA2,1
3307,PL613759,C01,F,2018-06-11 0:00,2018-10-31 0:00,CA2,1
3308,OA215175,C01,F,2018-06-11 0:00,2018-12-31 0:00,CA2,1
3309,PL886444,C02,M,2018-06-11 0:00,2018-10-31 0:00,CA2,1
3310,IK331285,C01,M,2018-06-11 0:00,2018-09-30 0:00,CA2,1
3311,PL145577,C01,M,2018-06-11 0:00,2019-02-28 0:00,CA2,1
3312,PL649138,C01,M,2018-06-11 0:00,2018-12-31 0:00,CA2,1
3313,GD869667,C01,M,2018-06-11 0:00,,CA2,0
3314,OA451950,C03,F,2018-06-12 0:00,2019-01-31 0:00,CA2,1
3315,PL576454,C01,F,2018-06-12 0:00,2018-11-30 0:00,CA2,-1
3316,PL249372,C03,M,2018-06-12 0:00,2018-11-30 0:00,CA2,1
3317,HD774056,C03,F,2018-06-12 0:00,2018-09-30 0:00,CA2,1
3318,HI138847,C02,F,2018-06-12 0:00,2018-09-30 0:00,CA2,1
3319,HD024506,C02,F,2018-06-12 0:00,2018-12-31 0:00,CA2,1
3320,GD121535,C03,M,2018-06-12 0:00,2018-12-31 0:00,CA2,-1
3321,TS466629,C03,M,2018-06-12 0:00,,CA2,0
3322,HI205526,C01,M,2018-06-12 0:00,,CA2,0
3323,OA023562,C03,F,2018-06-12 0:00,,CA2,-1
3324,AS654830,C03,M,2018-06-12 0:00,,CA2,-1
3325,AS609865,C02,F,2018-06-12 0:00,,CA2,0
3326,TS056568,C02,F,2018-06-12 0:00,,CA2,-1
3327,GD314208,C01,M,2018-06-12 0:00,2019-03-31 0:00,CA2,1
3328,IK761183,C02,F,2018-06-12 0:00,,CA2,0
3329,HD291079,C01,M,2018-06-13 0:00,2018-12-31 0:00,CA2,-1
3330,GD763297,C01,M,2018-06-13 0:00,2019-01-31 0:00,CA2,1
3331,HD832421,C01,F,2018-06-13 0:00,2018-12-31 0:00,CA2,-1
3332,TS949361,C03,M,2018-06-13 0:00,,CA2,0
3333,TS070436,C01,F,2018-06-13 0:00,,CA2,0
3334,IK317256,C01,F,2018-06-13 0:00,2018-12-31 0:00,CA2,1
3335,OA797088,C01,M,2018-06-13 0:00,2018-07-31 0:00,CA2,-1
3336,TS420082,C02,F,2018-06-13 0:00,2018-08-31 0:00,CA2,1
3337,AS471761,C02,M,2018-06-13 0:00,,CA2,0
3338,OA207255,C03,F,2018-06-14 0:00,,CA2,0
3339,HI864084,C02,F,2018-06-14 0:00,2019-01-31 0:00,CA2,1
3340,PL806914,C03,M,2018-06-14 0:00,2019-03-31 0:00,CA2,-1
3341,PL754630,C02,F,2018-06-14 0:00,,CA2,0
3342,IK777885,C01,M,2018-06-14 0:00,2018-08-31 0:00,CA2,1
3343,TS796460,C03,M,2018-06-14 0:00,2018-09-30 0:00,CA2,1
3344,OA795064,C02,F,2018-06-14 0:00,2018-10-31 0:00,CA2,1
3345,HI680854,C01,F,2018-06-14 0:00,2019-01-31 0:00,CA2,-1
3346,HD058348,C01,M,2018-06-14 0:00,2018-11-30 0:00,CA2,1
3347,HI312309,C01,M,2018-06-15 0:00,,CA2,0
3348,GD324324,C02,M,2018-06-15 0:00,2019-02-28 0:00,CA2,1
3349,TS205006,C01,F,2018-06-15 0:00,2019-01-31 0:00,CA2,1
3350,OA788987,C03,M,2018-07-01 0:00,2018-09-30 0:00,CA1,1
3351,PL563502,C01,M,2018-07-01 0:00,,CA1,0
3352,HI778952,C03,M,2018-07-01 0:00,,CA1,-1
3353,AS577195,C03,M,2018-07-01 0:00,2019-01-31 0:00,CA1,1
3354,OA328771,C03,F,2018-07-01 0:00,,CA1,0
3355,PL279584,C01,F,2018-07-01 0:00,,CA1,0
3356,TS208637,C01,F,2018-07-01 0:00,,CA1,0
3357,TS893503,C01,M,2018-07-01 0:00,2018-11-30 0:00,CA1,1
3358,GD398654,C02,F,2018-07-01 0:00,2019-02-28 0:00,CA1,1
3359,AS210576,C02,F,2018-07-01 0:00,2019-02-28 0:00,CA1,-1
3360,PL978177,C02,F,2018-07-01 0:00,2018-11-30 0:00,CA1,-1
3361,PL744883,C01,F,2018-07-02 0:00,2018-11-30 0:00,CA1,1
3362,OA823729,C02,F,2018-07-02 0:00,2019-01-31 0:00,CA1,1
3363,TS609198,C01,F,2018-07-02 0:00,2018-11-30 0:00,CA1,1
3364,IK152942,C01,F,2018-07-02 0:00,2018-11-30 0:00,CA1,1
3365,HD872512,C03,M,2018-07-03 0:00,,CA1,0
3366,IK629720,C01,F,2018-07-03 0:00,2019-01-31 0:00,CA1,1
3367,AS517285,C01,M,2018-07-03 0:00,,CA1,0
3368,AS854458,C01,M,2018-07-03 0:00,2019-03-31 0:00,CA1,1
3369,IK820199,C03,M,2018-07-03 0:00,2019-03-31 0:00,CA1,-1
3370,AS863944,C02,F,2018-07-03 0:00,2018-12-31 0:00,CA1,-1
3371,HD538485,C01,M,2018-07-03 0:00,2018-08-31 0:00,CA1,1
3372,GD629291,C01,M,2018-07-04 0:00,,CA1,-1
3373,OA030221,C02,M,2018-07-04 0:00,2019-01-31 0:00,CA1,1
3374,AS115629,C01,F,2018-07-04 0:00,2019-03-31 0:00,CA1,1
3375,AS568468,C03,M,2018-07-04 0:00,2018-12-31 0:00,CA1,1
3376,GD375940,C02,F,2018-07-04 0:00,,CA1,-1
3377,TS795349,C03,M,2018-07-05 0:00,,CA1,-1
3378,HI904723,C02,F,2018-07-05 0:00,2018-10-31 0:00,CA1,-1
3379,AS722513,C01,F,2018-07-05 0:00,2018-10-31 0:00,CA1,-1
3380,PL417753,C03,F,2018-07-05 0:00,,CA1,0
3381,HI615448,C01,M,2018-07-05 0:00,,CA1,0
3382,TS369884,C03,M,2018-07-05 0:00,,CA1,-1
3383,HI118782,C03,M,2018-07-05 0:00,,CA1,-1
3384,HD451225,C03,F,2018-07-05 0:00,2018-10-31 0:00,CA1,1
3385,AS549090,C01,M,2018-07-05 0:00,2018-11-30 0:00,CA1,1
3386,PL737511,C03,M,2018-07-05 0:00,2019-01-31 0:00,CA1,1
3387,HI207778,C01,M,2018-07-05 0:00,,CA1,0
3388,OA672463,C02,F,2018-07-05 0:00,,CA1,-1
3389,GD292406,C01,M,2018-07-06 0:00,2019-03-31 0:00,CA1,1
3390,TS978415,C02,F,2018-07-06 0:00,,CA1,-1
3391,IK537890,C03,M,2018-07-06 0:00,,CA1,-1
3392,OA239766,C01,F,2018-07-06 0:00,2019-02-28 0:00,CA1,1
3393,IK680230,C02,F,2018-07-06 0:00,2018-11-30 0:00,CA1,1
3394,AS914120,C03,M,2018-07-06 0:00,2019-02-28 0:00,CA1,-1
3395,HI479910,C02,M,2018-07-06 0:00,2018-08-31 0:00,CA1,1
3396,PL964230,C03,M,2018-07-06 0:00,,CA1,0
3397,GD822507,C02,F,2018-07-07 0:00,2018-10-31 0:00,CA1,1
3398,HD164041,C03,M,2018-07-07 0:00,2019-03-31 0:00,CA1,1
3399,TS951395,C01,F,2018-07-07 0:00,2019-02-28 0:00,CA1,1
3400,AS972005,C01,F,2018-07-07 0:00,2019-02-28 0:00,CA1,1
3401,AS347139,C01,F,2018-07-07 0:00,2018-08-31 0:00,CA1,1
3402,TS569032,C03,F,2018-07-07 0:00,,CA1,-1
3403,HD471878,C03,M,2018-07-07 0:00,,CA1,0
3404,TS208446,C01,M,2018-07-07 0:00,2018-10-31 0:00,CA1,1
3405,HI532336,C01,F,2018-07-07 0:00,2018-10-31 0:00,CA1,-1
3406,IK566847,C01,M,2018-07-07 0:00,2018-11-30 0:00,CA1,1
3407,AS062717,C02,F,2018-07-07 0:00,2018-11-30 0:00,CA1,-1
3408,AS484367,C02,F,2018-07-07 0:00,2018-12-31 0:00,CA1,1
3409,GD880007,C02,M,2018-07-07 0:00,2018-12-31 0:00,CA1,-1
3410,OA947794,C02,F,2018-07-08 0:00,2019-01-31 0:00,CA1,1
3411,HI067846,C02,F,2018-07-08 0:00,,CA1,-1
3412,OA449732,C03,F,2018-07-08 0:00,2018-10-31 0:00,CA1,1
3413,HD821664,C01,M,2018-07-08 0:00,2019-01-31 0:00,CA1,1
3414,HI948138,C01,M,2018-07-08 0:00,2019-01-31 0:00,CA1,-1
3415,HD417609,C03,F,2018-07-08 0:00,2018-11-30 0:00,CA1,1
3416,GD790125,C01,M,2018-07-08 0:00,2019-03-31 0:00,CA1,1
3417,AS722697,C02,F,2018-07-08 0:00,2019-03-31 0:00,CA1,1
3418,GD460554,C02,F,2018-07-08 0:00,2019-01-31 0:00,CA1,1
3419,HI780815,C03,M,2018-07-08 0:00,2018-08-31 0:00,CA1,1
3420,GD955939,C01,M,2018-07-08 0:00,,CA1,0
3421,HD981245,C02,F,2018-07-08 0:00,,CA1,0
3422,HI484575,C02,F,2018-07-08 0:00,,CA1,0
3423,OA549397,C02,F,2018-07-08 0:00,,CA1,0
3424,HD219882,C01,M,2018-07-08 0:00,,CA1,0
3425,HD734247,C02,F,2018-07-09 0:00,,CA1,0
3426,IK757849,C03,M,2018-07-09 0:00,2019-03-31 0:00,CA1,1
3427,IK861991,C02,F,2018-07-09 0:00,,CA1,0
3428,OA613034,C01,M,2018-07-09 0:00,,CA1,0
3429,TS855951,C01,F,2018-07-09 0:00,,CA1,0
3430,HD256988,C02,F,2018-07-09 0:00,,CA1,-1
3431,OA245705,C02,F,2018-07-09 0:00,,CA1,0
3432,HI819179,C01,M,2018-07-09 0:00,,CA1,-1
3433,HI314268,C02,F,2018-07-09 0:00,2019-01-31 0:00,CA1,1
3434,PL678909,C01,F,2018-07-09 0:00,,CA1,0
3435,PL666694,C03,M,2018-07-09 0:00,2019-01-31 0:00,CA1,1
3436,TS819365,C03,M,2018-07-09 0:00,2018-10-31 0:00,CA1,1
3437,GD362869,C02,F,2018-07-10 0:00,2019-02-28 0:00,CA1,1
3438,TS917884,C01,F,2018-07-10 0:00,,CA1,0
3439,IK617484,C02,F,2018-07-10 0:00,2019-03-31 0:00,CA1,1
3440,HD693175,C02,F,2018-07-10 0:00,,CA1,0
3441,TS282800,C01,F,2018-07-10 0:00,2018-12-31 0:00,CA1,-1
3442,GD462529,C03,M,2018-07-10 0:00,2018-12-31 0:00,CA1,-1
3443,IK891907,C01,F,2018-07-10 0:00,,CA1,0
3444,TS667330,C02,F,2018-07-11 0:00,,CA1,0
3445,HD025535,C02,F,2018-07-11 0:00,2018-09-30 0:00,CA1,1
3446,TS647525,C01,M,2018-07-11 0:00,2018-09-30 0:00,CA1,1
3447,HI723465,C01,F,2018-07-11 0:00,2018-09-30 0:00,CA1,1
3448,PL999317,C01,F,2018-07-11 0:00,2018-09-30 0:00,CA1,-1
3449,GD015238,C02,F,2018-07-11 0:00,2019-01-31 0:00,CA1,-1
3450,GD785491,C02,F,2018-07-11 0:00,2018-12-31 0:00,CA1,1
3451,HI555356,C02,M,2018-07-11 0:00,2019-03-31 0:00,CA1,1
3452,OA500792,C01,M,2018-07-12 0:00,2019-02-28 0:00,CA1,-1
3453,HD300844,C01,M,2018-07-12 0:00,,CA1,0
3454,PL586396,C02,F,2018-07-12 0:00,,CA1,0
3455,AS760415,C02,F,2018-07-12 0:00,,CA1,0
3456,GD819763,C01,M,2018-07-12 0:00,,CA1,-1
3457,AS251921,C03,M,2018-07-12 0:00,2018-09-30 0:00,CA1,1
3458,OA210759,C02,F,2018-07-12 0:00,2018-08-31 0:00,CA1,1
3459,AS611649,C01,F,2018-07-12 0:00,,CA1,0
3460,AS355842,C01,M,2018-07-12 0:00,2018-09-30 0:00,CA1,-1
3461,HI298989,C01,F,2018-07-12 0:00,,CA1,0
3462,HI587459,C01,F,2018-07-12 0:00,,CA1,0
3463,PL829579,C01,M,2018-07-13 0:00,2018-09-30 0:00,CA1,-1
3464,TS672241,C03,M,2018-07-13 0:00,2018-08-31 0:00,CA1,-1
3465,PL844775,C01,M,2018-07-13 0:00,2018-12-31 0:00,CA1,1
3466,OA417856,C01,F,2018-07-13 0:00,2019-03-31 0:00,CA1,-1
3467,HD076496,C02,F,2018-07-14 0:00,2018-12-31 0:00,CA1,1
3468,TS455361,C03,M,2018-07-14 0:00,2018-09-30 0:00,CA1,1
3469,TS602789,C02,M,2018-07-14 0:00,,CA1,0
3470,TS963433,C02,M,2018-07-14 0:00,2018-12-31 0:00,CA1,1
3471,TS457036,C01,F,2018-07-14 0:00,,CA1,-1
3472,AS460629,C01,M,2018-07-14 0:00,,CA1,0
3473,IK519538,C01,F,2018-07-15 0:00,2019-03-31 0:00,CA1,1
3474,GD192337,C01,M,2018-07-15 0:00,,CA1,-1
3475,GD607294,C03,M,2018-07-15 0:00,,CA1,0
3476,HD171591,C01,F,2018-07-15 0:00,2019-02-28 0:00,CA1,1
3477,PL337214,C03,F,2018-07-15 0:00,2019-03-31 0:00,CA1,-1
3478,IK774332,C03,F,2018-07-15 0:00,2018-09-30 0:00,CA1,1
3479,TS419694,C01,F,2018-07-15 0:00,,CA1,0
3480,GD385195,C01,F,2018-07-15 0:00,,CA1,0
3481,PL944541,C01,M,2018-07-15 0:00,,CA1,-1
3482,IK578389,C03,F,2018-07-15 0:00,2019-02-28 0:00,CA1,1
3483,TS011777,C01,F,2018-07-15 0:00,2019-01-31 0:00,CA1,1
3484,GD957280,C02,F,2018-07-15 0:00,2018-09-30 0:00,CA1,-1
3485,IK795154,C01,M,2018-08-01 0:00,2019-01-31 0:00,CA1,1
3486,HD798338,C02,F,2018-08-01 0:00,,CA1,-1
3487,TS456293,C01,M,2018-08-01 0:00,,CA1,-1
3488,HD966829,C01,M,2018-08-01 0:00,,CA1,-1
3489,GD094728,C03,F,2018-08-01 0:00,2018-11-30 0:00,CA1,1
3490,AS092688,C02,M,2018-08-01 0:00,2019-01-31 0:00,CA1,-1
3491,HI057067,C01,F,2018-08-01 0:00,,CA1,0
3492,OA911569,C03,M,2018-08-02 0:00,,CA1,0
3493,AS987950,C02,F,2018-08-02 0:00,,CA1,0
3494,TS064860,C01,F,2018-08-02 0:00,,CA1,0
3495,HI461906,C01,M,2018-08-02 0:00,,CA1,0
3496,HI022788,C01,M,2018-08-02 0:00,,CA1,0
3497,HI077107,C03,F,2018-08-02 0:00,,CA1,0
3498,GD521924,C03,M,2018-08-02 0:00,2018-10-31 0:00,CA1,1
3499,OA436769,C03,M,2018-08-03 0:00,,CA1,0
